sample,PC1,PC2,assay,mouse_id,tissue,timepoint,project,batch,treatment,genotype,sex,sample_date,dob,dod,sample_weeks,age_at_end,age_at_start,age_at_sample,samtools.flagstat_total,samtools.mapped_passed,biotype_counts.percent_rRNA,dupradar.dupRadar_intercept,picard.PERCENT_DUPLICATION,qualimap.5_3_bias,qualimap.reads_aligned,rseqc.proper_pairs_percent,salmon.percent_mapped,salmon.num_mapped,samtools.error_rate,samtools.non_primary_alignments,samtools.reads_mapped,samtools.reads_properly_paired_percent,samtools.reads_MQ0_percent,samtools.raw_total_sequences,star.uniquely_mapped_percent,star.uniquely_mapped,fastqc_raw.percent_duplicates,fastqc_raw.percent_gc,fastqc_raw.percent_fails,fastqc_raw.total_sequences,fastqc_trimmed.percent_duplicates,fastqc_trimmed.percent_gc,fastqc_trimmed.avg_sequence_length,fastqc_trimmed.percent_fails,fastqc_trimmed.total_sequences,myeloid,CML_space,myeloid_class,state_class,time_class,Group,HSA_ABL1_gene,HSA_BCR_ABL1_gene,HSA_BCR_gene,HSA_MYH11_gene,state_chr,myeloid_chr,old.state_class,rx_class,state_rx,group_name
COHP_46936,0.183360931,0.092567283,mRNA,484,PBMC,9,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,1/26/21,9/12/20,2/10/21,9,21.4,10.4,19.4,125047176,125047176,0.362128904,0.071975955,0.320483,1.06,50970553,53.24431157,63.22787584,34204721,0.002888395,23062677,101984499,99.95745138,0.975518838,101984499,83.12,44965520,59.24313563,51.5,9.090909091,54195430,58.73332208,51.5,98.73301141,13.63636364,54097533,80,-138.7783212,2,2,2,B,12.84464,9.66905,5.849574,0,c3,c3,2,NA,c3,CML
COHP_46937,0.086875731,0.054908305,mRNA,484,PBMC,10,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,2/2/21,9/12/20,2/10/21,10,21.4,10.4,20.4,131767483,131767483,0.537137298,0.076710406,0.438553,1.08,44314187,35.92982952,73.77168218,35933459,0.002771077,43088028,88679455,99.94239816,2.736693634,88679455,69.77,33984412,69.1545795,54,9.090909091,48829911,68.83877476,54,98.92364005,9.090909091,48709014,83,-119.6811109,2,2,2,B,12.398142,13.378494,6.193945,0,c3,c3,2,NA,c3,CML
COHP_46938,0.013967208,0.146412717,mRNA,484,PBMC,11,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,2/9/21,9/12/20,2/10/21,11,21.4,10.4,21.4,171856499,171856499,0.597002294,0.064648162,0.525934,1.05,41861624,21.84403279,74.48351565,35521421,0.002725744,88009266,83847233,99.85212988,7.547953312,83847233,57.84,27583446,71.23154596,54,9.090909091,48013616,70.89943627,54.5,98.52558931,13.63636364,47690312,84.7,-107.168558,2,2,2,B,23.745623,21.533573,12.079568,0,c3,c3,2,NA,c3,CML
COHP_46939,-0.056265413,0.028105683,mRNA,477,PBMC,0,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,11/24/20,9/12/20,1/19/21,0,17.4,10.4,10.4,148787029,148787029,0.108046202,0.088284315,0.466412,1.04,45279731,30.97907547,66.841712,33727358,0.002305747,58192210,90594819,99.96097238,3.76416669,90594819,66.06,33330935,67.15132122,51,9.090909091,50543199,66.79778638,51.5,98.85634159,13.63636364,50458549,9.4,35.58907215,0,0,1,B,0.49448,0,0.218176,0,c1,c1,0,NA,c1,CML
COHP_46940,-0.05738244,0.052580344,mRNA,477,PBMC,1,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,12/1/20,9/12/20,1/19/21,1,17.4,10.4,11.4,190482358,190482358,0.267263732,0.081742987,0.620259,1.01,45578206,17.06789455,77.4873136,41482122,0.002055327,99287409,91194949,99.95774218,7.161588522,91194949,50.97,27288186,81.1576289,53,18.18181818,53627685,80.81088674,53,98.82263372,18.18181818,53534082,26.1,29.81496216,0,0,1,B,0.593641,0,0.260113,0,c1,c1,0,NA,c1,CML
COHP_46941,0.14087724,0.027766211,mRNA,477,PBMC,2,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,12/8/20,9/12/20,1/19/21,2,17.4,10.4,12.4,146764833,146764833,0.176834197,0.06803804,0.3343,1.05,56409548,49.18989006,62.07440535,36993551,0.002757044,33856233,112908600,99.9207288,1.480605552,112908600,80.86,48186733,58.21126935,51.5,9.090909091,59779182,57.72716,51.5,98.67467727,13.63636364,59595498,49.6,-62.00189678,1,1,1,B,2.39644,2.201708,1.108331,0,c2,c2,1,NA,c2,CML
COHP_46942,0.142841869,0.013320756,mRNA,477,PBMC,3,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,12/15/20,9/12/20,1/19/21,3,17.4,10.4,13.4,103221697,103221697,0.199488576,0.068063111,0.31919,1.04,41089165,52.04935354,63.49946648,28432109,0.002677273,21000306,82221391,99.94762798,0.987769716,82221391,79.48,35586261,59.54128564,51.5,9.090909091,44866526,59.19377608,51.5,99.02191085,13.63636364,44775351,57.9,-69.0767299,1,1,1,B,2.872187,1.903192,1.324025,0,c2,c2,1,NA,c2,CML
COHP_46943,-0.002997586,0.087766838,mRNA,477,PBMC,4,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,12/22/20,9/12/20,1/19/21,4,17.4,10.4,14.4,190187063,190187063,0.133476078,0.083514502,0.514093,1.06,57538590,27.92196018,81.22492967,49558460,0.002220669,75034537,115152526,99.93456852,4.19970466,115152526,68.25,41643584,74.87905478,53.5,9.090909091,61179480,74.54590526,53.5,98.89305526,9.090909091,61013854,63.6,-59.55760912,2,1,1,B,8.130993,3.980414,3.189839,0,c2,c3,1,NA,c2,CML
COHP_46944,0.181756859,0.090026346,mRNA,477,PBMC,5,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,12/29/20,9/12/20,1/19/21,5,17.4,10.4,15.4,126409630,126409630,0.154174812,0.068785875,0.314259,1.08,52173283,54.45426428,66.44687667,36790108,0.002715034,21989899,104419731,99.92993182,0.8416915,104419731,83.48,46219318,60.19491095,52,9.090909091,55517880,59.79465139,52,98.90131777,9.090909091,55367701,78.5,-116.1859855,2,2,2,B,17.855995,14.726313,7.923166,0,c3,c3,2,NA,c3,CML
COHP_46945,-0.017656418,0.08200858,mRNA,477,PBMC,6,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,1/5/21,9/12/20,1/19/21,6,17.4,10.4,16.4,158987263,158987263,0.407666188,0.145940096,0.598687,1.09,43844443,20.90079631,72.70485846,36561058,0.002968954,71237471,87749792,99.93059129,5.175419675,87749792,57.53,28927684,77.9372716,57,22.72727273,50486287,77.47560485,57,98.47990424,22.72727273,50286953,77.3,-97.16557189,2,2,2,B,15.03165,10.59309,7.733541,0,c3,c3,2,NA,c3,CML
COHP_46946,0.175737481,0.097178473,mRNA,477,PBMC,7,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,1/12/21,9/12/20,1/19/21,7,17.4,10.4,17.4,134174936,134174936,0.273302967,0.06582627,0.289277,1.05,55779845,57.04434247,61.49998102,36384866,0.002702857,22532856,111642080,99.92620166,0.819513574,111642080,84.4,49934610,57.31447389,51,9.090909091,59322819,56.77670913,51,98.66273665,13.63636364,59162402,86.4,-135.2499772,2,2,2,B,29.220365,26.296667,14.218772,0,c3,c3,2,NA,c3,CML
COHP_46947,-0.072774736,0.010105609,mRNA,488,PBMC,0,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,11/24/20,9/18/20,NA,0,27.6,9.6,9.6,194545296,194545296,0.217190812,0.089857264,0.526801,1.06,50303288,23.3085646,70.50818627,38440320,0.002362218,93882507,100662789,99.94415712,6.477105458,100662789,61.14,33332087,68.88653467,52.5,9.090909091,54648917,68.56608591,52.5,98.77983527,13.63636364,54518946,NA,67.87343335,NA,NA,NA,C,0.018482,0,0.01726,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46948,-0.071678869,0.019050363,mRNA,488,PBMC,1,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,12/1/20,9/18/20,NA,1,27.6,9.6,10.6,127984251,127984251,0.164981364,0.066823464,0.668005,1.08,26904597,12.89592108,81.83168679,24243003,0.001947037,74144286,53839965,99.94284729,9.306415782,53839965,46.52,13782165,79.06930715,53.5,22.72727273,29698159,78.77868707,53.5,98.68884875,27.27272727,29625447,NA,136.459858,NA,NA,NA,C,0.022016,0,0.011989,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46949,-0.036945732,-0.163452268,mRNA,488,PBMC,2,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,12/8/20,9/18/20,NA,2,27.6,9.6,11.6,156832399,156832399,0.159626347,0.081633641,0.447677,1.04,47237997,31.82135472,66.30468682,32732099,0.002387681,62312444,94519955,99.95349024,4.262512609,94519955,70.13,34620674,61.89048683,51,9.090909091,49457801,61.57631749,51,98.85940473,13.63636364,49366192,NA,61.9350235,NA,NA,NA,C,0.048718,0.252827,0.035903,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46950,0.024653592,-0.168601854,mRNA,488,PBMC,3,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,12/15/20,9/18/20,NA,3,27.6,9.6,12.6,164814441,164814441,0.147295584,0.082646624,0.404186,1.03,54274713,37.68523779,61.20720733,35412900,0.002490242,56191893,108622548,99.93268249,2.934752552,108622548,73.07,42278039,59.66739049,51.5,9.090909091,58028002,59.36971609,51.5,98.91401812,13.63636364,57857402,NA,54.00467258,NA,NA,NA,C,0.025881,0.588352,0.03889,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46951,-0.065835615,-0.10614666,mRNA,488,PBMC,4,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,12/22/20,9/18/20,NA,4,27.6,9.6,13.6,167870826,167870826,0.155864761,0.076665068,0.464978,1.05,49013085,29.87422603,66.99304833,34619672,0.002500962,69780926,98089900,99.93502899,4.779036374,98089900,68.31,35302139,62.9996195,52,9.090909091,51825641,62.67557085,52,98.78397076,13.63636364,51676514,NA,65.45403989,NA,NA,NA,C,0.054575,0,0.027047,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46952,-0.099086744,-0.032933776,mRNA,488,PBMC,5,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,12/29/20,9/18/20,NA,5,27.6,9.6,14.6,217498762,217498762,0.134399976,0.114158262,0.522472,1.09,58172389,24.44607938,67.54545872,41669192,0.002371369,101059822,116438940,99.91913186,6.076574555,116438940,64.88,40027036,67.13832227,52.5,9.090909091,61905710,66.82387561,52.5,98.66667027,13.63636364,61690590,NA,66.16330838,NA,NA,NA,C,0.042459,0,0.04491,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46953,-0.080711685,0.001533859,mRNA,488,PBMC,6,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,1/5/21,9/18/20,NA,6,27.6,9.6,15.6,189598628,189598628,0.173386331,0.094424625,0.594315,1.09,45301771,18.3671635,75.46129214,36073787,0.002250474,98942428,90656200,99.94191462,7.666876617,90656200,56.98,27237926,71.74271301,53,13.63636364,47929287,71.48389745,53,98.80130247,18.18181818,47804359,NA,105.8931763,NA,NA,NA,C,0.050724,0,0.026179,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46954,-0.074960009,0.027769967,mRNA,488,PBMC,7,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,1/12/21,9/18/20,NA,7,27.6,9.6,16.6,204515830,204515830,0.115382777,0.129423082,0.600872,1.07,51479901,19.0612091,76.9373824,41846360,0.002112965,101483524,103032306,99.92962984,6.678579047,103032306,59.78,32515899,73.79792713,52.5,13.63636364,54542966,73.53321463,53,98.79769673,18.18181818,54390153,NA,79.19155337,NA,NA,NA,C,0.026118,0,0.019404,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46955,-0.08744679,-0.016461908,mRNA,488,PBMC,8,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,1/19/21,9/18/20,NA,8,27.6,9.6,17.6,162843005,162843005,0.259451315,0.105113023,0.528444,1.06,45586336,25.13946976,70.59343194,33889126,0.002475628,71609405,91233600,99.93321759,5.175900107,91233600,64.69,31053264,67.43112346,52.5,9.090909091,48136750,67.1892983,52.5,98.87307961,13.63636364,48006061,NA,78.46314771,NA,NA,NA,C,0.048125,0,0.027035,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46956,-0.07819732,0.018649958,mRNA,488,PBMC,9,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,1/26/21,9/18/20,NA,9,27.6,9.6,18.6,214814957,214814957,0.151239144,0.149453737,0.579486,1.04,55329922,20.62308725,72.79732558,42596250,0.00227324,104076191,110738766,99.92873137,6.327127575,110738766,61.51,35991409,71.45036002,52.5,9.090909091,58712746,71.21612427,52.5,98.93702528,13.63636364,58513482,NA,79.28382818,NA,NA,NA,C,0.028365,0,0.015451,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46957,0.091172801,-0.102799983,mRNA,488,PBMC,10,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,2/2/21,9/18/20,NA,10,27.6,9.6,19.6,135665907,135665907,0.162294174,0.102359223,0.394432,1.04,47556977,40.70968987,62.45341172,31059287,0.002514403,40502480,95163427,99.94801259,2.266803611,95163427,77.34,38464182,59.47029583,51,9.090909091,49837889,59.09341871,51,98.79746547,13.63636364,49731930,NA,47.15255624,NA,NA,NA,C,0.040667,0,0.076438,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46958,-0.041840037,-0.157341979,mRNA,488,PBMC,11,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,2/9/21,9/18/20,NA,11,27.6,9.6,20.6,183804491,183804491,0.133172382,0.128071161,0.486421,1.06,56378338,30.19257457,64.63827689,38377200,0.002535378,70972771,112831720,99.93349033,3.950261504,112831720,70.31,41747196,64.68505263,52,9.090909091,59529971,64.4302595,52,98.93550787,13.63636364,59372251,NA,54.0402285,NA,NA,NA,C,0.037386,0.221796,0.043413,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46959,-0.071770211,0.011774453,mRNA,488,PBMC,12,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,2/16/21,9/18/20,NA,12,27.6,9.6,21.6,159380590,159380590,0.1990403,0.114860598,0.511268,1.07,47047532,27.49421495,69.96289053,34891643,0.002474191,65203051,94177539,99.91242604,4.45406521,94177539,67,33412170,67.3768227,52.5,9.090909091,50038389,67.19364126,52.5,99.06335494,13.63636364,49871643,NA,63.28782165,NA,NA,NA,C,0.066699,0,0.054483,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46960,0.079437364,-0.124529306,mRNA,488,PBMC,13,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,2/23/21,9/18/20,NA,13,27.6,9.6,22.6,140464682,140464682,0.175315244,0.081488359,0.36395,1.03,49760155,43.33331278,56.80839705,30078534,0.002633178,40860984,99603698,99.91628022,2.107530184,99603698,76.47,40487028,56.00533852,51.5,9.090909091,53130478,55.64929432,51.5,98.76305919,13.63636364,52947338,NA,30.36508814,NA,NA,NA,C,0.054302,0,0.034867,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46961,-0.078135263,0.012590491,mRNA,488,PBMC,14,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,3/2/21,9/18/20,NA,14,27.6,9.6,23.6,228440826,228440826,0.33313296,0.112780383,0.615328,1.06,54624621,17.42206448,77.10453244,44891036,0.0022665,119128256,109312570,99.94206705,7.967795469,109312570,56.56,32929941,74.94168024,53.5,13.63636364,58367990,74.67426866,53.5,98.81844018,18.18181818,58221008,NA,78.59585132,NA,NA,NA,C,0.039902,0,0.024024,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46962,0.093138782,-0.089041131,mRNA,488,PBMC,15,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,3/9/21,9/18/20,NA,15,27.6,9.6,24.6,132591185,132591185,0.149903311,0.093569754,0.386296,1.06,46195456,41.04619474,61.52206247,29731091,0.002643605,40144996,92446189,99.9402063,2.544427223,92446189,77.1,37259744,57.27917275,51,9.090909091,48447307,56.9521576,51,98.8905237,13.63636364,48325901,NA,40.98216711,NA,NA,NA,C,0.055419,0.715976,0.044086,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46963,0.059431667,-0.11559029,mRNA,488,PBMC,16,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,3/16/21,9/18/20,NA,16,27.6,9.6,25.6,115128310,115128310,0.138948525,0.07758751,0.364351,1.07,40305106,42.75591468,58.80949438,24958523,0.002583332,34447671,80680639,99.91270892,2.011000433,80680639,76.27,32370647,54.47668863,51.5,9.090909091,42581602,54.18747547,51.5,98.86679648,13.63636364,42439615,NA,38.53371979,NA,NA,NA,C,0.073973,0,0.064216,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46964,-0.072332981,0.019583641,mRNA,488,PBMC,17,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,3/23/21,9/18/20,NA,17,27.6,9.6,26.6,226510852,226510852,0.245640674,0.08071648,0.651831,1.05,48689907,14.08871218,81.89587297,42386684,0.002080786,129094528,97416324,99.96252168,9.691363431,97416324,50.96,26374945,78.04279541,53.5,18.18181818,51848088,77.7893522,53.5,98.79675546,27.27272727,51756801,NA,94.74044042,NA,NA,NA,C,0.024005,0,0.003567,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46965,-0.07247678,0.017799851,mRNA,488,PBMC,18,CML.mRNA.2022,2022_A,TET_ON_C,"tTA+/-, BCR-ABL+/-",F,3/30/21,9/18/20,NA,18,27.6,9.6,27.6,192732547,192732547,0.189025464,0.092382428,0.592149,1.07,46670477,18.65805675,79.49873956,39523048,0.002379485,99283846,93448701,99.88469931,7.609138408,93448701,57.44,28554947,74.24801986,53.5,13.63636364,49932456,74.04465377,53.5,98.81567541,18.18181818,49715314,NA,55.36731536,NA,NA,NA,C,0.032424,0.276631,0.031815,0,Ctrl,NA,NA,NA,Ctrl,Control
COHP_46966,-0.069979924,0.022414466,mRNA,502,PBMC,0,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/5/21,10/21/20,5/3/21,0,26.9,10.9,10.9,204515532,204515532,0.312642955,0.117851627,0.707879,1.07,42638830,11.33814032,83.94716532,38463431,0.002086168,119191339,85324193,99.9454633,9.90805269,85324193,46.61,21358064,81.68108605,54.5,22.72727273,45934684,81.40670181,54.5,98.6927556,27.27272727,45818618,NA,70.44020914,NA,0,NA,D,0.011345,0.41344,0.005505,0,c1,NA,0,D.pre,c1,TKI
COHP_46967,-0.046298345,0.061565308,mRNA,502,PBMC,1,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/12/21,10/21/20,5/3/21,1,26.9,10.9,11.9,168836901,168836901,0.540762832,0.091447697,0.510694,1.03,48073859,26.51681104,74.99072797,38342451,0.002309647,72591955,96244946,99.89897859,4.76530165,96244946,65.62,33550957,70.10057664,52.5,9.090909091,51324402,69.80395967,52.5,98.82498889,13.63636364,51129589,NA,-6.552061869,NA,0,NA,D,1.188855,0.952424,0.504622,0,c1,NA,0,D.pre,c1,TKI
COHP_46968,0.177579558,0.098288612,mRNA,502,PBMC,2,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/19/21,10/21/20,5/3/21,2,26.9,10.9,12.9,142373670,142373670,0.306341246,0.095338661,0.372322,1.06,58555958,49.58073217,69.03686636,42747832,0.00260716,25176168,117197502,99.92697285,0.868300077,117197502,83.21,51526374,64.60081438,52,13.63636364,62096048,64.1307807,52,98.77308141,13.63636364,61920296,NA,-84.40705556,NA,1,NA,D,1.055077,0.741975,0.552579,0,c2,NA,0,D.pre,c2,TKI
COHP_46969,-0.052959347,0.050517328,mRNA,502,PBMC,3,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/26/21,10/21/20,5/3/21,3,26.9,10.9,13.9,179590122,179590122,0.489538695,0.078661882,0.546817,1.05,46275789,22.09996717,78.00047842,38698797,0.002489519,86981688,92608434,99.93860602,6.577306987,92608434,60.56,30045832,73.22682653,53.5,9.090909091,49736183,72.93688382,53.5,98.8747402,13.63636364,49613538,NA,-17.09371674,NA,0,NA,D,0.698393,0,0.279286,0,c1,NA,0,D.pre,c1,TKI
COHP_46970,0.00736694,0.075890843,mRNA,502,PBMC,4,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/2/21,10/21/20,5/3/21,4,26.9,10.9,14.9,153700586,153700586,0.22881861,0.076736628,0.459364,1.05,51152440,34.26542434,76.23428115,41324114,0.002338077,51337633,102362953,99.94326756,2.670706462,102362953,71.65,38839982,70.18103272,53,9.090909091,54354031,69.65899704,53,98.54206785,9.090909091,54206734,NA,-53.65212661,NA,1,NA,D,1.202498,0.935762,0.5267,0,c2,NA,0,D.pre,c2,TKI
COHP_46971,0.049261923,0.084992445,mRNA,502,PBMC,5,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/9/21,10/21/20,5/3/21,5,26.9,10.9,15.9,165289172,165289172,0.339039705,0.081800938,0.4773,1.04,54864214,33.0614712,75.87608995,44560111,0.002593619,55467111,109822061,99.91474117,2.69688073,109822061,71.02,41707686,71.5193446,54,9.090909091,58946126,70.98878598,54,98.48532935,9.090909091,58727474,NA,-76.37582947,NA,1,NA,D,5.180553,4.442935,2.560927,0,c2,NA,0,D.pre,c2,TKI
COHP_46972,0.157837897,0.107568771,mRNA,502,PBMC,6,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/16/21,10/21/20,5/3/21,6,26.9,10.9,16.9,122274077,122274077,0.543705349,0.115371152,0.447479,1.06,45101133,38.87698617,73.89669143,35814333,0.002575424,32014805,90259272,99.93684195,1.459470003,90259272,76.31,36982778,69.87912794,53.5,13.63636364,48574458,69.33786381,53.5,98.61290581,13.63636364,48465408,NA,-103.7543635,NA,2,NA,D,17.290627,11.145107,7.637065,0,c3,NA,1,D.pre,c3,TKI
COHP_46973,-0.025979841,0.070350282,mRNA,502,PBMC,7,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/23/21,10/21/20,5/3/21,7,26.9,10.9,17.9,182239931,182239931,0.57732101,0.088085263,0.577049,1.07,50067630,21.94716371,81.62054752,43837224,0.002484192,82046898,100193033,99.94233831,5.351405022,100193033,61.86,33224140,78.01497843,54.5,9.090909091,53854057,77.50778348,54.5,98.47779252,9.090909091,53708564,NA,-55.17620062,NA,1,NA,D,12.899622,11.645266,6.047866,0,c2,NA,1,NA,c2,TKI
COHP_46974,-0.046312409,0.060024178,mRNA,502,PBMC,8,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/2/21,10/21/20,5/3/21,8,26.9,10.9,18.9,176378576,176378576,0.517219114,0.139150539,0.603811,1.04,48493805,20.57038492,79.16965811,41592513,0.002384007,79313895,97064681,99.92059831,4.96587116,97064681,60.74,31909723,77.79303589,54.5,18.18181818,52713437,77.38600853,54.5,98.62803791,18.18181818,52535926,NA,-15.03840183,NA,0,NA,D,3.500642,3.31072,1.822834,0,c1,NA,1,D.Rx,D.Rx,TKI
COHP_46975,0.107201082,-0.01402726,mRNA,502,PBMC,9,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/9/21,10/21/20,5/3/21,9,26.9,10.9,19.9,133164862,133164862,0.200089675,0.057172269,0.405223,1.03,47525471,40.45182279,73.52192465,36879662,0.00265226,38055782,95109080,99.93887229,2.028104993,95109080,76.11,38177512,66.49814967,51.5,9.090909091,50279820,66.00511042,52,98.61635968,13.63636364,50161448,NA,-34.81222045,NA,0,NA,D,10.479118,5.11994,4.541878,0,c1,NA,1,D.Rx,D.Rx,TKI
COHP_46976,0.112704283,-0.064910208,mRNA,502,PBMC,10,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/16/21,10/21/20,5/3/21,10,26.9,10.9,20.9,140652569,140652569,0.204452811,0.081488164,0.408058,1.05,50690845,40.76790094,66.6600682,35987979,0.00287429,39213323,101439246,99.94326062,2.006855414,101439246,76.63,41371336,64.06046818,52,9.090909091,54112698,63.47135378,52,98.48460177,13.63636364,53987312,NA,-32.42589478,NA,0,NA,D,9.871673,10.558504,4.666567,0,c1,NA,1,D.Rx,D.Rx,TKI
COHP_46977,0.071901221,0.122045084,mRNA,502,PBMC,11,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/23/21,10/21/20,5/3/21,11,26.9,10.9,21.9,174300586,174300586,0.441142467,0.090468281,0.446497,1.03,60082589,36.4514965,72.61710692,46669563,0.002645809,54071931,120228655,99.9472031,2.382228263,120228655,73.34,47136932,69.33485423,52.5,9.090909091,64415787,68.88322991,53,98.7698168,9.090909091,64268001,NA,-94.84210312,NA,2,NA,D,9.028215,7.265331,4.066279,0,c3,NA,1,D.post,D.post,TKI
COHP_46978,-0.008383588,0.0259048,mRNA,502,PBMC,12,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/30/21,10/21/20,5/3/21,12,26.9,10.9,22.9,176526021,176526021,2.041786633,0.194747714,0.663818,1.05,51352102,18.43265475,62.65504714,38602262,0.004319583,73768804,102757217,99.94840946,4.419356745,102757217,57.34,35326196,81.95509133,59,22.72727273,61756696,81.34434405,59.5,98.20697684,22.72727273,61610778,NA,-101.6722841,NA,2,NA,D,11.866435,10.813254,6.937838,0,c3,NA,2,D.post,D.post,TKI
COHP_46979,0.049662803,0.090326735,mRNA,502,PBMC,13,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,4/6/21,10/21/20,5/3/21,13,26.9,10.9,23.9,199681932,199681932,0.380710356,0.087239514,0.498488,1.05,62663136,29.93260001,80.31109308,53226968,0.002384105,74303944,125377988,99.95875193,3.589366101,125377988,69.78,46249379,73.80654674,52,9.090909091,66402419,73.28499443,52,98.5682757,9.090909091,66275985,NA,-88.6984366,NA,1,NA,D,12.749612,9.931807,5.616412,0,c2,NA,2,D.post,D.post,TKI
